15 P II   3s^2^3p^2^ ^3^P_0_           3s^2^3p4s ^3^P^o^_1_                               1152.818  1  3 2.53E-01 -0.596     FFT06
15 P II   3s^2^3p^2^ ^3^P_0_           3s^2^3p4s ^1^P^o^_1_                               1124.945  1  3 2.28E-03 -2.643     FFT06
15 P II   3s^2^3p^2^ ^3^P_0_           3s^2^3p3d ^1^P^o^_1_                                972.779  1  3 5.20E-02 -1.284     FFT06
15 P II   3s^2^3p^2^ ^3^P_0_           3s^2^3p3d ^3^P^o^_1_                                963.801  1  3 1.27E-02 -1.895     FFT06
15 P II   3s^2^3p^2^ ^3^P_0_           3s^2^3p3d ^3^D^o^_1_                                961.041  1  3 1.86E+00  0.270     FFT06
15 P III  3s^2^3p ^2^P^o^_1/2_         3s3p^2^ ^2^D_3/2_                      1334.808    1334.813  2  4 3.20E-02 -1.193     FFT06
15 P III  3s^2^3p ^2^P^o^_1/2_         3s3p^2^ ^2^S_1/2_                                   998.000  2  2 1.33E-01 -0.574     FFT06
15 P III  3s^2^3p ^2^P^o^_1/2_         3s3p^2^ ^2^P_1/2_                                   917.118  2  2 5.28E-01  0.024     FFT06
15 P III  3s^2^3p ^2^P^o^_1/2_         3s3p^2^ ^2^P_3/2_                                   913.968  2  4 2.87E-01 -0.241     FFT06
15 P IV   2p^6^3s^2^ ^1^S_0_           3s3p ^1^P^o^_1_                         950.655     950.657  1  3 1.47E+00  0.168 B   FFT06
15 P V    2p^6^3s ^2^S_1/2_            2p^6^3p ^2^P^o^_1/2_                   1128.01     1128.008  2  2 2.33E-01 -0.332 C   FFT06
15 P V    2p^6^3s ^2^S_1/2_            2p^6^3p ^2^P^o^_3/2_                   1117.98     1117.977  2  4 4.71E-01 -0.026 C   FFT06
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)4s ^3^S^o^_1_          1807.3108   1807.311  5  3 8.55E-02 -0.369 C+  DH08
