nu,a,elower,gp,gpp,statep,statepp,nu-err,nu-ref
18.734833,8.007e-06,422.636,360,360,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=1;rovibSym=E1,5,569
18.739287,0.0008085,482.521,296,296,ElecStateLabel=X;v12=1;J=18;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=18;K=2;rovibSym=A+,5,569
18.748334,1.675e-10,290.315,296,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=3;rovibSym=E2,5,569
18.749041,6.666e-09,427.624,248,264,ElecStateLabel=X;v12=1;J=15;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=16;K=0;rovibSym=E1,5,569
18.765599,0.0008001,513.037,312,312,ElecStateLabel=X;v12=1;J=19;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=19;K=2;rovibSym=A+,5,569
18.791983,8.683e-06,459.69,376,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=1;rovibSym=E1,5,569
18.792669,0.0007907,545.153,328,328,ElecStateLabel=X;v12=1;J=20;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=20;K=2;rovibSym=A+,5,569
18.820407,0.0007807,578.867,344,344,ElecStateLabel=X;v12=1;J=21;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=21;K=2;rovibSym=A+,5,569
18.823543,1.901e-08,20.009,88,72,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=1;rovibSym=E2,5,569
18.83836,0.0003522,253.962,280,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=3;rovibSym=A-,5,569
18.845128,5.085e-05,564.692,312,296,ElecStateLabel=X;v12=1;J=19;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=18;K=3;rovibSym=E1,5,569
18.847287,1.4e-07,539.144,216,200,ElecStateLabel=X;v12=1;J=13;K=6;rovibSym=E1,ElecStateLabel=X;v12=1;J=12;K=8;rovibSym=E1,5,569
18.848716,0.0007703,614.178,360,360,ElecStateLabel=X;v12=1;J=22;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=22;K=2;rovibSym=A+,5,569
18.852187,0.0003338,539.523,408,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=3;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=4;rovibSym=A+,5,569
18.856713,0.0006158,632.228,376,360,ElecStateLabel=X;v12=1;J=23;K=2;rovibSym=A+,ElecStateLabel=X;v12=1;J=22;K=1;rovibSym=A+,5,569
18.859821,0.0002156,437.596,296,312,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=7;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=6;rovibSym=E2,5,569
18.860854,9.516e-06,498.344,392,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=1;rovibSym=E1,5,569
18.877496,0.000759,651.085,376,376,ElecStateLabel=X;v12=1;J=23;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=23;K=2;rovibSym=A+,5,569
18.898404,6.34e-05,659.794,296,280,ElecStateLabel=X;v12=1;J=18;K=7;rovibSym=E1,ElecStateLabel=X;v12=1;J=17;K=8;rovibSym=E1,5,569
18.902834,9.663e-06,543.917,168,184,ElecStateLabel=X;v12=1;J=10;K=8;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=7;rovibSym=A+,5,569
18.902834,9.663e-06,543.917,168,184,ElecStateLabel=X;v12=1;J=10;K=8;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=7;rovibSym=A-,5,569
18.906647,0.0007473,689.587,392,392,ElecStateLabel=X;v12=1;J=24;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=24;K=2;rovibSym=A+,5,569
18.910397,8.482e-09,150.497,200,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=1;rovibSym=E2,5,569
18.936064,0.0007351,729.682,408,408,ElecStateLabel=X;v12=1;J=25;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=25;K=2;rovibSym=A+,5,569
18.943122,1.057e-05,538.598,408,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=1;rovibSym=E1,5,569
18.944526,0.0005284,332.342,328,312,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=2;rovibSym=A-,5,569
18.948518,0.0002498,697.122,392,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=8;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=7;rovibSym=E1,5,569
18.954575,0.0001747,571.26,312,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=9;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=8;rovibSym=E1,5,569
18.965322,0.001005,8.717,56,40,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=1;rovibSym=E2,5,569
18.965644,0.000722,771.37,424,424,ElecStateLabel=X;v12=1;J=26;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=26;K=2;rovibSym=A+,5,569
18.972577,0.001124,227.443,280,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=0;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=1;rovibSym=A+,5,569
18.985871,1.022e-11,359.584,168,184,ElecStateLabel=X;v12=1;J=10;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=2;rovibSym=E2,5,569
18.990621,0.0007949,345.521,328,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=1;rovibSym=A+,5,569
19.021877,0.0002308,202.621,200,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=5;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=4;rovibSym=A+,5,569
19.021961,0.0002308,202.621,200,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=5;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=4;rovibSym=A-,5,569
19.028296,1.662e-08,302.08,104,88,ElecStateLabel=X;v12=1;J=6;K=1;rovibSym=E2,ElecStateLabel=X;v12=1;J=5;K=2;rovibSym=E1,5,569
19.033802,0.000202,105.765,136,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=4;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=3;rovibSym=E1,5,569
19.040555,1.195e-05,580.449,424,424,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=1;rovibSym=E1,5,569
19.0764,6.194e-07,290.469,312,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=1;rovibSym=E1,5,569
19.083212,1.326e-11,379.371,184,168,ElecStateLabel=X;v12=1;J=11;K=5;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=9;rovibSym=A+,5,569
19.083212,1.326e-11,379.371,184,168,ElecStateLabel=X;v12=1;J=11;K=5;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=9;rovibSym=A-,5,569
19.08506,0.0001401,391.444,360,344,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=2;rovibSym=E2,5,569
19.087511,0.0003513,539.513,408,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=3;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=4;rovibSym=A-,5,569
19.102422,1.656e-05,164.93,232,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=2;rovibSym=E2,5,569
19.109847,0.0008604,178.025,248,232,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=0;rovibSym=E1,5,569
19.128936,7.323e-05,34.137,56,72,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=2;rovibSym=E2,5,569
19.143666,0.0003844,253.946,280,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=2;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=3;rovibSym=A+,5,569
19.175548,0.0008525,115.633,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=1;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=1;rovibSym=A+,5,569
19.189509,0.0002335,542.227,328,344,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=8;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=7;rovibSym=A+,5,569
19.189509,0.0002335,542.227,328,344,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=8;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=7;rovibSym=A-,5,569
19.198185,0.000415,247.64,136,120,ElecStateLabel=X;v12=1;J=8;K=0;rovibSym=E1,ElecStateLabel=X;v12=1;J=7;K=1;rovibSym=E1,5,569
19.247246,0.0002067,855.757,408,424,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=10;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=9;rovibSym=A+,5,569
19.247247,0.0002067,855.757,408,424,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=10;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=9;rovibSym=A-,5,569
19.260868,0.0001439,580.476,200,184,ElecStateLabel=X;v12=1;J=12;K=8;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=8;rovibSym=A+,5,569
19.260868,0.0001439,580.476,200,184,ElecStateLabel=X;v12=1;J=12;K=8;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=8;rovibSym=A-,5,569
19.268695,0.0001224,738.186,200,184,ElecStateLabel=X;v12=1;J=12;K=11;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=11;rovibSym=E1,5,569
19.270899,0.0008161,379.008,344,344,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=1;rovibSym=A+,5,569
19.271996,0.0002212,654.271,200,184,ElecStateLabel=X;v12=1;J=12;K=10;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=10;rovibSym=E2,5,569
19.273619,0.0006554,431.538,200,184,ElecStateLabel=X;v12=1;J=12;K=6;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=6;rovibSym=A+,5,569
19.273619,0.0006554,431.538,200,184,ElecStateLabel=X;v12=1;J=12;K=6;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=6;rovibSym=A-,5,569
19.274703,0.0008148,396.244,200,184,ElecStateLabel=X;v12=1;J=12;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=3;rovibSym=E1,5,569
19.275958,0.0001395,726.66,200,184,ElecStateLabel=X;v12=1;J=12;K=11;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=11;rovibSym=E2,5,569
19.276796,0.0008669,332.137,200,184,ElecStateLabel=X;v12=1;J=12;K=1;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=1;rovibSym=A+,5,569
19.277354,0.000142,812.708,200,184,ElecStateLabel=X;v12=1;J=12;K=11;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=11;rovibSym=A+,5,569
19.277354,0.000142,812.708,200,184,ElecStateLabel=X;v12=1;J=12;K=11;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=11;rovibSym=A-,5,569
19.28022,0.0008702,115.409,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=0;rovibSym=E1,5,569
19.28091,0.0002661,666.029,200,184,ElecStateLabel=X;v12=1;J=12;K=10;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=10;rovibSym=A+,5,569
19.28091,0.0002661,666.029,200,184,ElecStateLabel=X;v12=1;J=12;K=10;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=10;rovibSym=A-,5,569
19.281432,0.000281,740.993,200,184,ElecStateLabel=X;v12=1;J=12;K=10;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=10;rovibSym=E1,5,569
19.282577,0.0005834,469.914,200,184,ElecStateLabel=X;v12=1;J=12;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=7;rovibSym=E2,5,569
19.283051,0.0005442,510.045,200,184,ElecStateLabel=X;v12=1;J=12;K=7;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=7;rovibSym=E1,5,569
19.284237,0.0006258,517.821,200,184,ElecStateLabel=X;v12=1;J=12;K=6;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=6;rovibSym=E1,5,569
19.284923,0.0003807,615.879,200,184,ElecStateLabel=X;v12=1;J=12;K=9;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=9;rovibSym=E1,5,569
19.284958,0.000438,659.101,200,184,ElecStateLabel=X;v12=1;J=12;K=9;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=9;rovibSym=E2,5,569
19.288364,0.0004842,575.542,200,184,ElecStateLabel=X;v12=1;J=12;K=8;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=8;rovibSym=E2,5,569
19.289499,0.0006344,449.099,200,184,ElecStateLabel=X;v12=1;J=12;K=6;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=6;rovibSym=E2,5,569
19.29139,0.000578,543.917,200,184,ElecStateLabel=X;v12=1;J=12;K=7;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=7;rovibSym=A+,5,569
19.29139,0.000578,543.917,200,184,ElecStateLabel=X;v12=1;J=12;K=7;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=7;rovibSym=A-,5,569
19.292183,0.0008511,359.584,200,184,ElecStateLabel=X;v12=1;J=12;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=2;rovibSym=E2,5,569
19.292916,0.0007108,398.454,200,184,ElecStateLabel=X;v12=1;J=12;K=5;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=5;rovibSym=A+,5,569
19.292916,0.0007108,398.454,200,184,ElecStateLabel=X;v12=1;J=12;K=5;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=5;rovibSym=A-,5,569
19.293555,6.977e-05,223.34,152,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=7;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=6;rovibSym=A+,5,569
19.293555,6.977e-05,223.34,152,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=7;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=6;rovibSym=A-,5,569
19.294416,0.0007695,358.729,200,184,ElecStateLabel=X;v12=1;J=12;K=4;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=4;rovibSym=E1,5,569
19.294706,7.95e-08,54.266,136,120,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=0;rovibSym=E1,5,569
19.296077,0.0008148,330.411,200,184,ElecStateLabel=X;v12=1;J=12;K=3;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=3;rovibSym=E2,5,569
19.29625,0.0008478,313.764,200,184,ElecStateLabel=X;v12=1;J=12;K=2;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=2;rovibSym=A+,5,569
19.297224,0.0008746,315.093,200,184,ElecStateLabel=X;v12=1;J=12;K=0;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=0;rovibSym=E1,5,569
19.297553,0.0008673,308.765,200,184,ElecStateLabel=X;v12=1;J=12;K=1;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=1;rovibSym=E1,5,569
19.297948,0.0008479,313.769,200,184,ElecStateLabel=X;v12=1;J=12;K=2;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=2;rovibSym=A-,5,569
19.300795,0.0005122,519.843,200,184,ElecStateLabel=X;v12=1;J=12;K=8;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=8;rovibSym=E1,5,569
19.302855,0.0008198,381.501,200,184,ElecStateLabel=X;v12=1;J=12;K=3;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=3;rovibSym=A+,5,569
19.302874,0.0008198,381.502,200,184,ElecStateLabel=X;v12=1;J=12;K=3;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=3;rovibSym=A-,5,569
19.303447,0.0008529,384.135,200,184,ElecStateLabel=X;v12=1;J=12;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=2;rovibSym=E1,5,569
19.304111,0.0007494,581.404,200,184,ElecStateLabel=X;v12=1;J=12;K=9;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=9;rovibSym=A-,5,569
19.304111,0.0007494,581.404,200,184,ElecStateLabel=X;v12=1;J=12;K=9;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=9;rovibSym=A+,5,569
19.304717,0.0007773,387.958,200,184,ElecStateLabel=X;v12=1;J=12;K=4;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=4;rovibSym=E2,5,569
19.305076,0.0008685,393.516,200,184,ElecStateLabel=X;v12=1;J=12;K=1;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=1;rovibSym=E2,5,569
19.306403,0.0007195,485.779,200,184,ElecStateLabel=X;v12=1;J=12;K=5;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=5;rovibSym=E2,5,569
19.307357,0.0008757,400.668,200,184,ElecStateLabel=X;v12=1;J=12;K=0;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=0;rovibSym=A+,5,569
19.314975,0.0008719,332.348,200,184,ElecStateLabel=X;v12=1;J=12;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=1;rovibSym=A-,5,569
19.316186,0.001231,11.733,40,24,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=1;rovibSym=A-,5,569
19.317464,0.0007799,440.577,200,184,ElecStateLabel=X;v12=1;J=12;K=4;rovibSym=A-,ElecStateLabel=X;v12=1;J=11;K=4;rovibSym=A-,5,569
19.317464,0.0007799,440.577,200,184,ElecStateLabel=X;v12=1;J=12;K=4;rovibSym=A+,ElecStateLabel=X;v12=1;J=11;K=4;rovibSym=A+,5,569
19.318218,0.0002731,441.371,376,360,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=3;rovibSym=E1,5,569
19.318398,0.0008712,110.258,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=1;rovibSym=E2,5,569
19.319529,0.0007261,404.475,200,184,ElecStateLabel=X;v12=1;J=12;K=5;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=5;rovibSym=E1,5,569
19.32264,0.0001372,522.976,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=11;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=11;rovibSym=A-,5,569
19.32264,0.0001372,522.976,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=11;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=11;rovibSym=A+,5,569
19.325276,0.0001386,530.674,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=11;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=11;rovibSym=E1,5,569
19.32556,0.0001369,532.709,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=11;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=11;rovibSym=E2,5,569
19.327768,0.0002644,450.829,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=10;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=10;rovibSym=E1,5,569
19.328693,0.0008785,106.409,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=0;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=0;rovibSym=A+,5,569
19.329384,0.0002626,458.305,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=10;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=10;rovibSym=A+,5,569
19.329384,0.0002626,458.305,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=10;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=10;rovibSym=A-,5,569
19.330691,0.0002663,460.763,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=10;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=10;rovibSym=E2,5,569
19.332753,0.0003807,386.357,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=9;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=9;rovibSym=E2,5,569
19.332895,0.0003774,390.548,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=9;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=9;rovibSym=E1,5,569
19.335387,0.0003823,397.097,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=9;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=9;rovibSym=A+,5,569
19.335387,0.0003823,397.097,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=9;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=9;rovibSym=A-,5,569
19.336246,0.0002453,305.48,248,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=6;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=5;rovibSym=E2,5,569
19.336303,0.0004814,329.836,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=8;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=8;rovibSym=E2,5,569
19.337461,0.0004857,329.486,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=8;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=8;rovibSym=A+,5,569
19.337461,0.0004857,329.486,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=8;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=8;rovibSym=A-,5,569
19.339231,0.0004864,339.324,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=8;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=8;rovibSym=E1,5,569
19.339785,0.0005745,276.483,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=7;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=7;rovibSym=A+,5,569
19.339785,0.0005745,276.483,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=7;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=7;rovibSym=A-,5,569
19.341768,0.0005789,280.049,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=7;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=7;rovibSym=E1,5,569
19.341989,0.0008608,132.657,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=2;rovibSym=A-,5,569
19.342201,0.0005783,287.283,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=7;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=7;rovibSym=E2,5,569
19.34353,0.0006557,230.71,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=6;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=6;rovibSym=E1,5,569
19.344094,0.001234,11.705,40,24,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=2;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=1;rovibSym=A+,5,569
19.344472,0.0006576,241.075,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=6;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=6;rovibSym=A+,5,569
