obs_wl_vac(A)|Aki(s^-1)|Acc|Ei(cm-1)|Ek(cm-1)|conf_i|term_i|J_i|conf_k|term_k|J_k|Type|
2486.2558|8.e+06|D+|43238.6066|83459.721|3d6.(5D).4p|z 6P*|5/2|3d6.(5D).4d|e 6F|3/2||
2487.10121|1.54e+08|B+|25805.3270|66012.775|3d6.(3G).4s|a 4G|9/2|3d6.(3G).4p|x 4F*|9/2||
2487.642|8.e+05|D|50187.822|90386.533|3d6.(3F1).4s|c 4F|7/2|3d6.(5D).5p|6F*|9/2||
2487.8574|4.0e+06|D+|64286.354|104481.606|3d6.(3F2).4p|z 2F*|7/2|3d6.(3H).4d|2F|7/2||
2488.285|2.2e+06|D+|63876.325|104064.664|3d6.(3F2).4p|y 4G*|11/2|3d6.(3H).4d|4I|13/2||
2489.0721|1.78e+08|C+|54870.541|95046.177|3d6.(3F1).4s|d 2F|5/2|3d6.(3F1).4p|2F*|5/2||
2489.1049|1.84e+08|B+|54904.241|95079.342|3d6.(3F1).4s|d 2F|7/2|3d6.(3F1).4p|2F*|7/2||
2489.4986|1.3e+07|D+|64040.891|104209.618|3d6.(3F2).4p|y 4G*|7/2|3d6.(3H).4d|2F|5/2||
2489.8614|2.6e+06|C|21812.0454|61974.931|3d6.(3P2).4s|b 4P|3/2|3d5.(6S).4s.4p.(3P*)|y 6P*|3/2||
2490.0933|9.e+06|D+|63948.803|104107.939|3d6.(3F2).4p|y 4G*|9/2|3d6.(3P2).4d|4F|7/2||
2490.175|6.e+05|D|50142.811|90300.628|3d6.(3F1).4s|c 4F|5/2|3d6.(5D).5p|6F*|7/2||
2490.175|1.1e+06|D|62945.045|103102.849|3d6.(3F2).4p|x 4D*|7/2|3d6.(3P2).4d|4D|7/2||
2490.23411|1.77e+08|C+|67273.833|107430.742|3d6.(3F2).4p|y 2D*|3/2|3d6.(3F2).4d|2D|3/2||
2490.23411|5.1e+07|C+|21430.3564|61587.205|3d6.(3H).4s|a 4H|11/2|3d6.(3H).4p|z 4I*|11/2||
2490.58079|1.94e+08|B+|25428.7893|65580.065|3d6.(3G).4s|a 4G|11/2|3d6.(3G).4p|x 4G*|11/2||
2491.169|1.9e+07|D+|54904.241|95046.177|3d6.(3F1).4s|d 2F|7/2|3d6.(3F1).4p|2F*|5/2||
2491.457|1.44e+08|B+|33466.4943|73603.537|3d6.(1G2).4s|c 2G|9/2|3d6.(1I).4p|w 2H*|11/2||
2491.5815|2.8e+06|D+|30388.5451|70523.694|3d6.(3G).4s|b 2G|9/2|3d6.(3G).4p|x 2G*|7/2||
2491.60961|8.8e+07|C+|22810.3459|62945.045|3d6.(3F2).4s|b 4F|7/2|3d6.(3F2).4p|x 4D*|7/2||
2491.6542|1.6e+07|D+|67273.833|107407.818|3d6.(3F2).4p|y 2D*|3/2|3d6.(3F2).4d|2D|5/2||
2491.9563|5.3e+06|D+|65109.691|105238.815|3d6.(3F2).4p|y 2G*|7/2|3d6.(3P2).4d|2D|5/2||
2491.9858|2.01e+08|C+|45044.1916|85172.826|3d6.(5D).4p|z 4D*|3/2|3d6.(5D).4d|f 4D|1/2||
2492.14784|1.01e+08|C+|25805.3270|65931.358|3d6.(3G).4s|a 4G|9/2|3d6.(3G).4p|x 4G*|7/2||
2492.2408|1.0e+07|D+|65109.691|105234.246|3d6.(3F2).4p|y 2G*|7/2|3d6.(3P2).4d|4P|5/2||
2492.395|1.1e+07|D+|64087.408|104209.618|3d6.(3F2).4p|y 4G*|5/2|3d6.(3H).4d|2F|5/2||
2492.7030|6.3e+06|D+|44753.8179|84870.911|3d6.(5D).4p|z 4F*|7/2|3d6.(5D).4d|f 4D|5/2||
2493.09570|2.3e+07|D+|26352.7671|66463.542|3d6.(3H).4s|b 2H|9/2|3d6.(3G).4p|y 4H*|11/2||
2493.64279|1.0e+08|D+|64087.408|104189.382|3d6.(3F2).4p|y 4G*|5/2|3d6.(3H).4d|4F|3/2||
2493.93633|2.02e+08|B+|21430.3564|61527.610|3d6.(3H).4s|a 4H|11/2|3d6.(3H).4p|z 4I*|13/2||
2493.97562|7.1e+07|C+|25981.6451|66078.272|3d6.(3G).4s|a 4G|7/2|3d6.(3G).4p|x 4G*|5/2||
2494.01546|3.04e+08|B+|21251.5833|61347.566|3d6.(3H).4s|a 4H|13/2|3d6.(3H).4p|z 4I*|15/2||
2494.50395|1.85e+08|C+|70523.694|110611.830|3d6.(3G).4p|x 2G*|7/2|3d6.(3G).4d|2F|5/2||
2494.5523|1.9e+06|D+|65931.358|106018.682|3d6.(3G).4p|x 4G*|7/2|3d6.(3H).4d|2H|9/2||
2494.62877|1.74e+08|C+|44784.7859|84870.911|3d6.(5D).4p|z 4D*|5/2|3d6.(5D).4d|f 4D|5/2||
2494.8682|2.97e+06|C|21430.3564|61512.630|3d6.(3H).4s|a 4H|11/2|3d6.(3H).4p|z 4I*|9/2||
2494.9534|4.3e+06|D+|44446.9051|84527.806|3d6.(5D).4p|z 4D*|7/2|3d6.(5D).4d|e 6G|9/2||
2495.056|8.e+06|D+|64040.891|104120.244|3d6.(3F2).4p|y 4G*|7/2|3d6.(5D).5d|6P|5/2||
2495.6550|1.3e+07|D+|43238.6066|83308.241|3d6.(5D).4p|z 6P*|5/2|3d6.(5D).4d|e 6F|5/2||
2495.800|9.e+05|D|65696.053|105763.286|3d6.(3G).4p|x 4G*|9/2|3d6.(3F2).4d|2H|11/2||
2495.9854|5.7e+06|D+|44232.5398|84296.881|3d6.(5D).4p|z 4F*|9/2|3d6.(5D).4d|e 6G|11/2||
2496.250|2.0e+06|D|44784.7859|84844.866|3d6.(5D).4p|z 4D*|5/2|3d6.(5D).4d|e 6G|5/2||
2496.62087|2.69e+08|B+|50157.475|90211.613|3d6.(3F1).4s|c 4F|9/2|3d6.(3F1).4p|4G*|11/2||
2497.08960|1.14e+08|C+|70523.694|110570.312|3d6.(3G).4p|x 2G*|7/2|3d6.(3G).4d|2F|7/2||
2497.14851|3.3e+07|D+|69606.567|109652.241|3d6.(3G).4p|y 2F*|7/2|3d6.(3D).5s|2D|5/2||
2497.799|9.e+05|D|65363.607|105398.876|3d6.(3H).4p|z 2H*|11/2|3d6.(3F2).4d|4H|11/2||
2497.875|1.4e+06|D|44232.5398|84266.594|3d6.(5D).4p|z 4F*|9/2|3d6.(5D).4d|6P|7/2||
2498.0559|3.2e+06|D+|25981.6451|66012.775|3d6.(3G).4s|a 4G|7/2|3d6.(3G).4p|x 4F*|9/2||
2498.4367|8.4e+05|C|22637.1950|62662.252|3d6.(3F2).4s|b 4F|9/2|3d6.(3H).4p|z 2I*|11/2||
2498.4669|1.0e+07|D+|26352.7671|66377.315|3d6.(3H).4s|b 2H|9/2|3d6.(3G).4p|x 4F*|7/2||
2498.57207|1.68e+08|C+|26055.4120|66078.272|3d6.(3G).4s|a 4G|5/2|3d6.(3G).4p|x 4G*|5/2||
2498.83510|1.17e+08|C+|69606.567|109625.216|3d6.(3G).4p|y 2F*|7/2|3d6.(3G).4d|2G|9/2||
2499.1135|1.4e+06|D|21711.8963|61726.069|3d6.(3H).4s|a 4H|7/2|3d6.(3P2).4p|y 4D*|7/2||
2499.65056|2.12e+08|B+|21581.6151|61587.205|3d6.(3H).4s|a 4H|9/2|3d6.(3H).4p|z 4I*|11/2||
2499.72123|1.18e+08|C+|45044.1916|85048.655|3d6.(5D).4p|z 4D*|3/2|3d6.(5D).4d|f 4D|3/2||
2499.8097|3.6e+06|D|36126.412|76129.465|3d6.(3D).4s|b 2D|3/2|3d6.(1S2).4p|x 2P*|3/2||
2499.8870|2.2e+07|D+|64040.891|104042.692|3d6.(3F2).4p|y 4G*|7/2|3d6.(3H).4d|4G|5/2||
2501.0612|2.0e+07|D+|64040.891|104023.921|3d6.(3F2).4p|y 4G*|7/2|3d6.(5D).5d|4F|5/2||
2501.555|7.e+05|D|64831.951|104807.215|3d6.(3F2).4p|y 2G*|9/2|3d6.(3H).4d|2G|9/2||
2501.67716|2.41e+08|B+|38164.220|78137.404|3d6.(1D2).4s|c 2D|5/2|3d6.(1D2).4p|v 2F*|7/2||
2502.1043|1.5e+08|D+|45206.4704|85172.826|3d6.(5D).4p|z 4D*|1/2|3d6.(5D).4d|f 4D|1/2||
2502.705|3.1e+06|D+|44753.8179|84710.749|3d6.(5D).4p|z 4F*|7/2|3d6.(5D).4d|e 6G|7/2||
2502.7980|2.5e+07|D+|64087.408|104042.692|3d6.(3F2).4p|y 4G*|5/2|3d6.(3H).4d|4G|5/2||
2503.0603|2.5e+07|D+|69650.481|109601.572|3d6.(3G).4p|y 2F*|5/2|3d6.(3D).5s|2D|3/2||
2503.0893|4.7e+07|D+|64806.494|104757.143|3d6.(3P2).4p|z 2P*|1/2|3d6.(5D).5d|6D|1/2||
2503.14688|1.43e+08|C+|25981.6451|65931.358|3d6.(3G).4s|a 4G|7/2|3d6.(3G).4p|x 4G*|7/2||
2503.911|2.5e+06|D|43620.9842|83558.569|3d6.(5D).4p|z 6P*|3/2|3d6.(5D).4d|e 6F|1/2||
2503.9745|2.4e+07|D+|64087.408|104023.921|3d6.(3F2).4p|y 4G*|5/2|3d6.(5D).5d|4F|5/2||
2504.08055|7.3e+07|C+|25428.7893|65363.607|3d6.(3G).4s|a 4G|11/2|3d6.(3H).4p|z 2H*|11/2||
2504.1633|1.4e+07|D+|64831.951|104765.459|3d6.(3F2).4p|y 2G*|9/2|3d6.(3H).4d|2I|11/2||
2504.2930|3.32e+07|C+|44753.8179|84685.245|3d6.(5D).4p|z 4F*|7/2|3d6.(5D).4d|f 4D|7/2||
2504.31929|2.53e+07|C+|21581.6151|61512.630|3d6.(3H).4s|a 4H|9/2|3d6.(3H).4p|z 4I*|9/2||
2504.3845|1.4e+08|D+|64806.494|104736.462|3d6.(3P2).4p|z 2P*|1/2|3d6.(3P2).4d|2P|1/2||
2504.62869|2.23e+08|B+|30388.5451|70314.624|3d6.(3G).4s|b 2G|9/2|3d6.(3G).4p|x 2G*|9/2||
2504.8164|1.4e+07|D+|64834.069|104757.143|3d6.(3P2).4p|z 2P*|3/2|3d6.(5D).5d|6D|1/2||
2505.6449|1.9e+07|D+|50157.475|90067.357|3d6.(3F1).4s|c 4F|9/2|3d6.(3F1).4p|4G*|9/2||
2506.1148|3.9e+07|D+|64834.069|104736.462|3d6.(3P2).4p|z 2P*|3/2|3d6.(3P2).4d|2P|1/2||
2506.2373|2.3e+06|D+|44784.7859|84685.245|3d6.(5D).4p|z 4D*|5/2|3d6.(5D).4d|f 4D|7/2||
2506.515|2.1e+06|D|64087.408|103983.496|3d6.(3F2).4p|y 4G*|5/2|3d6.(3G).5s|e 2G|7/2||
2506.584|1.9e+06|D+|63876.325|103771.342|3d6.(3F2).4p|y 4G*|11/2|3d6.(3H).4d|4G|9/2||
2506.84827|9.9e+07|C+|25805.3270|65696.053|3d6.(3G).4s|a 4G|9/2|3d6.(3G).4p|x 4G*|9/2||
2507.18604|3.8e+06|D+|20516.9534|60402.333|3d7|a 2D2|5/2|3d6.(3P2).4p|y 4P*|5/2||
2507.18604|1.1e+07|D+|50157.475|90042.804|3d6.(3F1).4s|c 4F|9/2|3d6.(5D).5p|4F*|9/2||
2507.4759|4.6e+07|D+|64040.891|103921.637|3d6.(3F2).4p|y 4G*|7/2|3d6.(3H).4d|4G|7/2||
2507.5201|4.4e+06|D+|44446.9051|84326.967|3d6.(5D).4p|z 4D*|7/2|3d6.(5D).4d|6P|5/2||
2507.55174|1.98e+08|B+|50187.822|90067.357|3d6.(3F1).4s|c 4F|7/2|3d6.(3F1).4p|4G*|9/2||
2507.742|6.4e+06|D+|36252.931|76129.465|3d6.(3D).4s|b 2D|5/2|3d6.(1S2).4p|x 2P*|3/2||
2507.7773|8.e+06|D+|26055.4120|65931.358|3d6.(3G).4s|a 4G|5/2|3d6.(3G).4p|x 4G*|7/2||
2508.34945|6.5e+07|D+|38858.9696|78725.822|3d6.(5D).4p|z 6D*|5/2|3d6.(5D).5s|e 6D|3/2||
2508.4190|4.7e+07|D+|63948.803|103814.552|3d6.(3F2).4p|y 4G*|9/2|3d6.(5D).5d|4F|7/2||
2508.44168|4.3e+07|D+|38660.0537|78525.442|3d6.(5D).4p|z 6D*|7/2|3d6.(5D).5s|e 6D|5/2||
2509.09654|3.8e+07|D+|50187.822|90042.804|3d6.(3F1).4s|c 4F|7/2|3d6.(5D).5p|4F*|9/2||
2509.5697|1.4e+06|D|65363.607|105211.079|3d6.(3H).4p|z 2H*|11/2|3d6.(5D).5d|4G|9/2||
2509.87677|3.9e+05|D|65556.271|105398.876|3d6.(3H).4p|z 2H*|9/2|3d6.(3F2).4d|4H|11/2||
2509.87677|1.9e+07|D+|26170.1810|66012.775|3d6.(3H).4s|b 2H|11/2|3d6.(3G).4p|x 4F*|9/2||
2509.9027|4.4e+07|D+|45206.4704|85048.655|3d6.(5D).4p|z 4D*|1/2|3d6.(5D).4d|f 4D|3/2||
2510.126|3.1e+06|D|43620.9842|83459.721|3d6.(5D).4p|z 6P*|3/2|3d6.(5D).4d|e 6F|3/2||
2510.2396|4.0e+07|D+|54902.286|94739.136|3d6.(3P1).4s|c 2P|3/2|3d5.(4P).4s.4p.(3P*)|4P*|3/2||
2510.402|1.2e+07|D+|64087.408|103921.637|3d6.(3F2).4p|y 4G*|5/2|3d6.(3H).4d|4G|7/2||
2510.458|1.4e+07|D+|64040.891|103874.261|3d6.(3F2).4p|y 4G*|7/2|3d6.(3H).4d|4H|9/2||
2510.6192|9.e+07|D+|39013.2160|78844.031|3d6.(5D).4p|z 6D*|3/2|3d6.(5D).5s|e 6D|1/2||
2510.675|1.1e+07|D+|54870.541|94700.415|3d6.(3F1).4s|d 2F|5/2|3d6.(3F1).4p|2D*|5/2||
2510.8775|2.6e+07|D+|45044.1916|84870.911|3d6.(5D).4p|z 4D*|3/2|3d6.(5D).4d|f 4D|5/2||
2511.0528|6.1e+06|D+|64806.494|104630.429|3d6.(3P2).4p|z 2P*|1/2|3d6.(5D).5d|6F|3/2||
2511.1408|4.6e+07|C+|63948.803|103771.342|3d6.(3F2).4p|y 4G*|9/2|3d6.(3H).4d|4G|9/2||
2511.3207|1.54e+07|C|44446.9051|84266.594|3d6.(5D).4p|z 4D*|7/2|3d6.(5D).4d|6P|7/2||
2512.13686|4.2e+07|C+|63876.325|103683.078|3d6.(3F2).4p|y 4G*|11/2|3d6.(5D).5d|4F|9/2||
2512.3815|1.2e+07|D+|63948.803|103751.672|3d6.(3F2).4p|y 4G*|9/2|3d6.(3H).4d|4H|11/2||
2512.51633|2.30e+08|B|21711.8963|61512.630|3d6.(3H).4s|a 4H|7/2|3d6.(3H).4p|z 4I*|9/2||
2512.6825|1.63e+08|C+|54902.286|94700.415|3d6.(3P1).4s|c 2P|3/2|3d6.(3F1).4p|2D*|5/2||
2512.7934|2.8e+06|D|64834.069|104630.429|3d6.(3P2).4p|z 2P*|3/2|3d6.(5D).5d|6F|3/2||
2513.0988|3.5e+06|D+|65363.607|105155.093|3d6.(3H).4p|z 2H*|11/2|3d6.(3F2).4d|4G|9/2||
2513.12963|3.3e+07|D+|45079.9019|84870.911|3d6.(5D).4p|z 4F*|5/2|3d6.(5D).4d|f 4D|5/2||
2513.27864|1.26e+08|C+|36126.412|75915.080|3d6.(3D).4s|b 2D|3/2|3d6.(3D).4p|w 2F*|5/2||
2513.5580|8.e+06|D+|64425.405|104209.618|3d6.(3F2).4p|z 2F*|5/2|3d6.(3H).4d|2F|5/2||
2513.9074|2.5e+07|C+|38458.9934|78237.709|3d6.(5D).4p|z 6D*|9/2|3d6.(5D).5s|e 6D|7/2||
2514.1586|1.2e+06|D|25805.3270|65580.065|3d6.(3G).4s|a 4G|9/2|3d6.(3G).4p|x 4G*|11/2||
2514.2287|2.1e+06|D|64040.891|103814.552|3d6.(3F2).4p|y 4G*|7/2|3d6.(5D).5d|4F|7/2||
2514.779|9.e+05|D|45079.9019|84844.866|3d6.(5D).4p|z 4F*|5/2|3d6.(5D).4d|e 6G|5/2||
2514.8391|1.8e+07|D+|64425.405|104189.382|3d6.(3F2).4p|z 2F*|5/2|3d6.(3H).4d|4F|3/2||
2515.13992|2.11e+08|B+|30764.4737|70523.694|3d6.(3G).4s|b 2G|7/2|3d6.(3G).4p|x 2G*|7/2||
2515.1641|2.2e+07|D+|45289.8248|85048.655|3d6.(5D).4p|z 4F*|3/2|3d6.(5D).4d|f 4D|3/2||
2515.6636|8.e+06|D+|25805.3270|65556.271|3d6.(3G).4s|a 4G|9/2|3d6.(3H).4p|z 2H*|9/2||
2515.6903|1.3e+07|D+|22939.3512|62689.874|3d6.(3F2).4s|b 4F|5/2|3d6.(3P2).4p|y 4D*|5/2||
2515.8761|2.13e+08|B+|50142.811|89890.396|3d6.(3F1).4s|c 4F|5/2|3d6.(3F1).4p|4G*|7/2||
2516.2754|9.e+06|D+|63876.325|103617.577|3d6.(3F2).4p|y 4G*|11/2|3d6.(3H).4d|4H|13/2||
2516.5103|1.4e+07|D+|64286.354|104023.921|3d6.(3F2).4p|z 2F*|7/2|3d6.(5D).5d|4F|5/2||
2516.6628|8.4e+07|C+|64834.069|104569.226|3d6.(3P2).4p|z 2P*|3/2|3d6.(3P2).4d|4F|5/2||
2516.6908|2.9e+07|D+|39109.3161|78844.031|3d6.(5D).4p|z 6D*|1/2|3d6.(5D).5s|e 6D|1/2||
2516.814|1.1e+06|D|50157.475|89890.396|3d6.(3F1).4s|c 4F|9/2|3d6.(3F1).4p|4G*|7/2||
2517.88851|9.e+07|D+|22409.8178|62125.604|3d6.(3P2).4s|b 4P|1/2|3d6.(3P2).4p|z 2D*|3/2||
2517.9779|5.8e+06|D+|25981.6451|65696.053|3d6.(3G).4s|a 4G|7/2|3d6.(3G).4p|x 4G*|9/2||
2518.0908|2.0e+06|D|39013.2160|78725.822|3d6.(5D).4p|z 6D*|3/2|3d6.(5D).5s|e 6D|3/2||
2518.7283|4.2e+07|D+|50187.822|89890.396|3d6.(3F1).4s|c 4F|7/2|3d6.(3F1).4p|4G*|7/2||
2519.2925|5.4e+07|C+|70314.624|110008.310|3d6.(3G).4p|x 2G*|9/2|3d6.(3G).4d|2H|9/2||
2519.7623|6.3e+06|D+|66522.310|106208.574|3d6.(3G).4p|x 4F*|5/2|3d6.(3F2).4d|2F|5/2||
2519.80494|2.10e+08|C+|27314.9183|67000.530|3d6.(3F2).4s|a 2F|7/2|3d6.(3F2).4p|y 2D*|5/2||
2519.8311|4.3e+06|D+|22637.1950|62322.445|3d6.(3F2).4s|b 4F|9/2|3d6.(3H).4p|z 2G*|7/2||
2520.1658|1.3e+07|D+|26932.7348|66612.659|3d6.(3P2).4s|b 2P|1/2|3d6.(3G).4p|x 4F*|3/2||
2520.3615|2.2e+07|D+|33466.4943|73143.346|3d6.(1G2).4s|c 2G|9/2|3d6.(1G2).4p|w 2G*|7/2||
2520.6067|2.2e+07|D+|64834.069|104507.058|3d6.(3P2).4p|z 2P*|3/2|3d6.(3H).4d|4F|5/2||
2521.0207|2.6e+07|D+|38858.9696|78525.442|3d6.(5D).4p|z 6D*|5/2|3d6.(5D).5s|e 6D|5/2||
2521.1566|5.0e+06|D+|65556.271|105220.610|3d6.(3H).4p|z 2H*|9/2|3d6.(3H).4d|4F|7/2||
2521.2959|4.9e+06|D+|36252.931|75915.080|3d6.(3D).4s|b 2D|5/2|3d6.(3D).4p|w 2F*|5/2||
2521.4317|7.4e+06|D+|26352.7671|66012.775|3d6.(3H).4s|b 2H|9/2|3d6.(3G).4p|x 4F*|9/2||
2521.524|1.7e+06|D|23031.2829|62689.874|3d6.(3F2).4s|b 4F|3/2|3d6.(3P2).4p|y 4D*|5/2||
2521.84995|2.05e+08|C+|27620.4033|67273.833|3d6.(3F2).4s|a 2F|5/2|3d6.(3F2).4p|y 2D*|3/2||
2521.9748|2.21e+08|C+|50075.921|89727.383|3d6.(3F1).4s|c 4F|3/2|3d6.(3F1).4p|4G*|5/2||
2522.0904|8.e+06|D+|64831.951|104481.606|3d6.(3F2).4p|y 2G*|9/2|3d6.(3H).4d|2F|7/2||
2522.2450|2.67e+08|B+|58631.623|98278.852|3d6.(1G1).4s|d 2G|9/2|3d6.(1G1).4p|2H*|11/2||
2522.57380|2.36e+08|B+|33501.2957|73143.346|3d6.(1G2).4s|c 2G|7/2|3d6.(1G2).4p|w 2G*|7/2||
2522.9559|4.2e+06|D+|21251.5833|60887.606|3d6.(3H).4s|a 4H|13/2|3d6.(3H).4p|z 4H*|11/2||
2523.1925|3.6e+06|D+|46967.4751|86599.791|3d6.(5D).4p|z 4P*|5/2|3d6.(5D).4d|e 4F|5/2||
2523.65055|2.13e+08|B+|33466.4943|73091.630|3d6.(1G2).4s|c 2G|9/2|3d6.(1G2).4p|w 2G*|9/2||
2524.20053|5.9e+07|D+|39109.3161|78725.822|3d6.(5D).4p|z 6D*|1/2|3d6.(5D).5s|e 6D|3/2||
2524.9121|2.2e+06|D|45079.9019|84685.245|3d6.(5D).4p|z 4F*|5/2|3d6.(5D).4d|f 4D|7/2||
2525.5133|5.2e+07|D+|66612.659|106208.574|3d6.(3G).4p|x 4F*|3/2|3d6.(3F2).4d|2F|5/2||
2525.577|1.0e+06|D|65696.053|105291.014|3d6.(3G).4p|x 4G*|9/2|3d6.(3F2).4d|4G|7/2||
2525.8694|4.7e+07|C+|33501.2957|73091.630|3d6.(1G2).4s|c 2G|7/2|3d6.(1G2).4p|w 2G*|9/2||
2526.0876|5.3e+07|C+|70314.624|109901.523|3d6.(3G).4p|x 2G*|9/2|3d6.(3G).4d|2G|7/2||
2526.14710|1.91e+08|B+|21251.5833|60837.560|3d6.(3H).4s|a 4H|13/2|3d6.(3H).4p|z 4H*|13/2||
2526.2377|3.8e+07|D+|50142.811|89727.383|3d6.(3F1).4s|c 4F|5/2|3d6.(3F1).4p|4G*|5/2||
2526.3918|2.3e+07|D+|66463.542|106045.712|3d6.(3G).4p|y 4H*|11/2|3d6.(3H).4d|2H|11/2||
2526.4589|3.4e+06|D+|45289.8248|84870.911|3d6.(5D).4p|z 4F*|3/2|3d6.(5D).4d|f 4D|5/2||
2526.6212|6.4e+06|D+|26352.7671|65931.358|3d6.(3H).4s|b 2H|9/2|3d6.(3G).4p|x 4G*|7/2||
2526.6212|6.0e+07|D+|38164.220|77742.736|3d6.(1D2).4s|c 2D|5/2|3d6.(1D2).4p|v 2F*|5/2||
2526.67835|7.4e+07|C+|38660.0537|78237.709|3d6.(5D).4p|z 6D*|7/2|3d6.(5D).5s|e 6D|7/2||
2526.83426|3.5e+07|D+|21581.6151|61156.827|3d6.(3H).4s|a 4H|9/2|3d6.(3H).4p|z 4H*|7/2||
2526.8718|7.e+05|D|25981.6451|65556.271|3d6.(3G).4s|a 4G|7/2|3d6.(3H).4p|z 2H*|9/2||
2527.05336|2.47e+08|B+|20830.5534|60402.333|3d6.(3P2).4s|b 4P|5/2|3d6.(3P2).4p|y 4P*|5/2||
2527.289|1.3e+06|D|64040.891|103608.921|3d6.(3F2).4p|y 4G*|7/2|3d6.(3G).5s|e 2G|9/2||
2527.3757|7.1e+07|C+|65556.271|105123.005|3d6.(3H).4p|z 2H*|9/2|3d6.(3H).4d|2G|7/2||
2527.86425|3.7e+07|D+|21430.3564|60989.444|3d6.(3H).4s|a 4H|11/2|3d6.(3H).4p|z 4H*|9/2||
2527.9162|9.e+06|D+|25805.3270|65363.607|3d6.(3G).4s|a 4G|9/2|3d6.(3H).4p|z 2H*|11/2||
2528.0257|2.3e+07|D+|64040.891|103597.409|3d6.(3F2).4p|y 4G*|7/2|3d6.(3P2).4d|2F|5/2||
2528.21494|1.23e+08|C+|33501.2957|73054.913|3d6.(1G2).4s|c 2G|7/2|3d6.(1G2).4p|x 2F*|5/2||
2528.4359|5.5e+06|D+|30764.4737|70314.624|3d6.(3G).4s|b 2G|7/2|3d6.(3G).4p|x 2G*|9/2||
2528.46483|9.1e+07|C+|33466.4943|73016.184|3d6.(1G2).4s|c 2G|9/2|3d6.(1G2).4p|x 2F*|7/2||
2529.108|1.6e+06|D|50187.822|89727.383|3d6.(3F1).4s|c 4F|7/2|3d6.(3F1).4p|4G*|5/2||
2529.4414|2.3e+06|D+|22637.1950|62171.624|3d6.(3F2).4s|b 4F|9/2|3d5.(6S).4s.4p.(3P*)|y 6P*|7/2||
2529.83747|1.80e+08|C+|38214.503|77742.736|3d6.(1D2).4s|c 2D|3/2|3d6.(1D2).4p|v 2F*|5/2||
2529.98850|3.3e+07|D+|26170.1810|65696.053|3d6.(3H).4s|b 2H|11/2|3d6.(3G).4p|x 4G*|9/2||
2530.30564|2.20e+08|B+|22637.1950|62158.126|3d6.(3F2).4s|b 4F|9/2|3d6.(3F2).4p|y 4F*|9/2||
2530.31969|2.02e+08|C+|21812.0454|61332.753|3d6.(3P2).4s|b 4P|3/2|3d6.(3P2).4p|y 4P*|3/2||
2530.6914|2.0e+07|D+|33501.2957|73016.184|3d6.(1G2).4s|c 2G|7/2|3d6.(1G2).4p|x 2F*|7/2||
2530.828|2.1e+06|D|44753.8179|84266.594|3d6.(5D).4p|z 4F*|7/2|3d6.(5D).4d|6P|7/2||
2530.86097|6.6e+07|C+|39013.2160|78525.442|3d6.(5D).4p|z 6D*|3/2|3d6.(5D).5s|e 6D|5/2||
2530.86984|4.3e+07|D+|22810.3459|62322.445|3d6.(3F2).4s|b 4F|7/2|3d6.(3H).4p|z 2G*|7/2||
2530.915|3.1e+06|D+|66078.272|105589.674|3d6.(3G).4p|x 4G*|5/2|3d6.(3F2).4d|4H|7/2||
2531.0483|1.8e+06|D|65556.271|105065.627|3d6.(3H).4p|z 2H*|9/2|3d6.(5D).5d|6G|7/2||
2531.1026|4.3e+06|D+|66589.042|106097.530|3d6.(3G).4p|y 4H*|9/2|3d6.(3F2).4d|2H|9/2||
2531.1785|4.2e+07|C+|65556.271|105063.561|3d6.(3H).4p|z 2H*|9/2|3d6.(3F2).4d|4G|11/2||
2531.3307|6.9e+06|D+|65363.607|104868.522|3d6.(3H).4p|z 2H*|11/2|3d6.(5D).5d|6G|9/2||
2532.63192|2.30e+08|B+|70523.694|110008.310|3d6.(3G).4p|x 2G*|7/2|3d6.(3G).4d|2H|9/2||
2532.811|2.7e+06|D+|44784.7859|84266.594|3d6.(5D).4p|z 4D*|5/2|3d6.(5D).4d|6P|7/2||
2534.272|3.4e+06|D+|65696.053|105155.093|3d6.(3G).4p|x 4G*|9/2|3d6.(3F2).4d|4G|9/2||
2534.38853|1.92e+08|B+|21430.3564|60887.606|3d6.(3H).4s|a 4H|11/2|3d6.(3H).4p|z 4H*|11/2||
2534.9256|1.0e+07|D+|46967.4751|86416.370|3d6.(5D).4p|z 4P*|5/2|3d6.(5D).4d|e 4F|7/2||
2534.9811|7.e+05|D|65931.358|105379.425|3d6.(3G).4p|x 4G*|7/2|3d6.(3F2).4d|4D|5/2||
2535.18001|1.83e+08|B+|21711.8963|61156.827|3d6.(3H).4s|a 4H|7/2|3d6.(3H).4p|z 4H*|7/2||
2535.26501|1.03e+08|C+|65363.607|104807.215|3d6.(3H).4p|z 2H*|11/2|3d6.(3H).4d|2G|9/2||
2535.6506|4.3e+07|D+|65556.271|104993.879|3d6.(3H).4p|z 2H*|9/2|3d6.(3F2).4d|4D|7/2||
2536.1240|2.5e+08|C+|44929.532|84359.779|3d6.(1F).4s|c 2F|5/2|3d6.(1F).4p|v 2D*|3/2||
2536.24717|7.5e+07|B|22637.1950|62065.528|3d6.(3F2).4s|b 4F|9/2|3d6.(3F2).4p|y 4F*|7/2||
2537.43447|5.7e+07|C+|26170.1810|65580.065|3d6.(3H).4s|b 2H|11/2|3d6.(3G).4p|x 4G*|11/2||
