25  2  7  4890.3  5433.8 2.78E+00 5.76E-01 2.37E+00 4.24E-01
11  3  4 12942.6 13277.7 1.46E+00 1.10E-01 1.77E+00 5.20E-01
36  2  3  4359.9  4414.4 1.51E+00 1.17E-01 1.44E+00 6.88E-03
10  1  2 12566.8 13205.5 3.10E+00 2.91E-02 3.64E+00 8.38E-01
24  8  9  5413.4  5496.6 2.20E+00 4.79E-01 1.88E+00 4.40E-02
25  6  7  5274.   5433.8 3.01E+00 1.95E-01 3.32E+00 4.17E-01
51 14 16  5589.   5726.2 1.63E+00 5.00E-01 2.01E+00 1.96E-01
51  8 16  3504.6  5726.2 2.93E+01 2.78E+01 9.48E+00 7.79E-01
34  3  2  4489.6  4433.  4.20E+00 1.82E+00 2.76E+00 5.26E-01
25  7  8  5433.8  5557.  7.28E+00 2.75E+00 5.15E+00 5.02E-01
25  6  8  5274.   5557.  1.90E+01 1.21E+00 1.71E+01 2.14E+00
11  6  4 15334.7 13277.7 1.44E+00 1.04E-01 1.77E+00 4.04E-01
12  7  4 15994.7 12787.7 1.23E+00 1.38E-01 1.01E+00 2.27E-01
25  2  8  4890.3  5557.  2.22E+01 1.18E+01 1.22E+01 2.18E+00
46 11  9  5199.8  4080.4 1.12E+01 9.52E+00 3.03E+00 1.31E+00
33  2  7  4458.5  4906.  1.53E+00 3.66E-01 1.17E+00 1.74E-01
26  3  9  4728.7  5348.4 8.82E+00 2.03E+00 6.53E+00 1.53E+00
51  8 14  3504.6  5589.  1.98E+01 1.65E+01 4.72E+00 3.28E-01
25 10 11  7765.5  8038.8 2.14E+00 8.05E-01 3.00E+00 4.81E-01
26  5  9  4798.9  5348.4 1.26E+00 2.64E-01 9.42E-01 2.22E-01
50  4 16  3277.8  5718.9 7.51E+01 7.05E+01 9.20E+00 1.67E+00
46 11 12  5199.8  5279.  4.61E+00 3.03E+00 1.76E+00 2.28E-01
50  4 14  3277.8  5581.6 4.02E+01 3.94E+01 3.16E+00 6.55E-01
45 10  8  5164.6  4084.7 7.18E+00 4.19E+00 1.38E+01 5.41E+00
11  7  2 16768.7 12485.4 6.99E+00 1.78E-01 4.71E+00 2.26E+00
27  4  9  4640.3  5182.6 1.65E+00 4.30E-01 1.16E+00 2.29E-01
35 13 12  7048.9  6967.3 1.17E+00 5.34E-01 6.15E-01 1.35E-01
15  7  8  8891.4  9226.1 3.30E+00 1.43E+00 1.80E+00 4.00E-01
27  4  8  4640.3  5108.5 2.25E+00 5.50E-01 1.58E+00 3.18E-01
12  4  5 12787.7 12977.7 3.09E+00 2.44E-01 2.34E+00 6.64E-01
50 14 16  5581.6  5718.9 2.08E+00 6.90E-01 2.91E+00 2.94E-01
25  6 11  5274.   8038.8 1.16E+02 3.84E+01 7.20E+01 7.53E+00
40  9  8  4359.9  4306.5 4.90E+00 2.30E+00 2.26E+00 2.16E-01
38  7  8  4277.4  4353.4 1.47E+00 5.68E-01 2.16E+00 9.08E-02
11  7  4 16768.7 13277.7 1.71E+00 1.02E-01 1.31E+00 3.07E-01
45 10 11  5164.6  5283.8 2.00E+00 1.34E+00 3.69E+00 2.63E-01
35  8 13  4951.4  7048.9 8.70E+00 6.84E+00 1.81E+01 2.94E+00
34  2  9  4433.   5048.7 1.46E+00 5.31E-01 7.20E-01 1.26E-01
34  8  3  4974.   4489.6 6.35E-01 2.17E-01 1.01E+00 1.52E-01
38  6  8  4177.9  4353.4 7.90E-01 1.76E-01 5.21E-01 4.61E-02
34  3  9  4489.6  5048.7 5.39E+00 2.25E+00 1.99E+00 3.46E-01
49 10 15  4249.5  5614.  5.57E+00 3.53E+00 9.30E-03 3.39E-04
12  4  9 12787.7 17971.  3.20E+00 3.02E-01 2.00E+00 6.83E-01
14  7  2  9051.4  7638.4 1.33E+00 3.86E-01 5.00E-01 2.73E-01
25  6 10  5274.   7765.5 4.16E+01 6.85E+00 2.40E+01 4.59E+00
15  7  3  8891.4  7687.6 3.93E+00 9.50E-01 1.48E+00 6.36E-01
25  2  6  4890.3  5274.  1.13E+00 1.35E-01 7.13E-01 1.39E-01
11  7  3 16768.7 12942.6 1.17E+00 6.51E-02 7.36E-01 1.70E-01
14  6  2  8618.   7638.4 6.05E+00 1.13E+00 2.14E+00 1.16E+00
12  7  5 15994.7 12977.7 3.81E+00 2.08E-01 2.37E+00 5.31E-01
12  7  9 15994.7 17971.  3.95E+00 2.74E-01 2.03E+00 5.96E-01
34  8  9  4974.   5048.7 3.43E+00 4.01E-01 2.01E+00 2.63E-01
38  7  6  4277.4  4177.9 1.97E+00 6.38E-01 4.15E+00 3.67E-01
33  3  7  4515.5  4906.  1.39E+00 3.63E-01 2.71E-01 3.92E-02
33  3  6  4515.5  4775.3 2.21E+00 4.93E-01 4.64E-01 6.87E-02
11  7  6 16768.7 15334.7 1.19E+00 5.62E-02 7.39E-01 1.05E-01
39  9  6  4373.   4147.6 9.05E+00 4.26E+00 2.57E+01 5.73E-01
39  8  6  4320.1  4147.6 1.67E+01 8.17E+00 5.14E+01 7.37E-01
33  2  3  4458.5  4515.5 1.10E+00 1.10E-01 4.32E+00 7.00E-01
