 Malec Catalogue 2010 see vizier.
  255  L     18 P       3   922.894904  0.000094 2b   0.0016189400   7.8e+08   0.05068943
  256  L     18 P       4   926.354670  0.000095 2b   0.0015749700   7.7e+08   0.04712078
  257  L     18 P       5   930.605220  0.000870 3    0.0015838600   7.7e+08   0.04281575
  258  L     18 P       6   935.630980  0.000880 3    0.0016546400   7.7e+08   0.03786035
  259  L     18 P       7   950.123700  0.000910 3    0.0018009800   7.7e+08   0.03235406
  260  L     18 R       0   917.251984  0.000093 2a   0.0061755500   7.8e+08   0.05647264
  261  L     18 R       1   917.921885  0.000093 2a   0.0044295800   7.8e+08   0.05567990
  262  L     18 R       2   919.418156  0.000093 2a   0.0041676800   7.7e+08   0.05401546
  263  L     18 R       3   921.730160  0.000850 3    0.0040694600   7.7e+08   0.05152632
  264  L     18 R       4   924.848280  0.000860 3    0.0040013000   7.7e+08   0.04827866
  265  L     18 R       5   928.760100  0.000870 3    0.0039155700   7.7e+08   0.04435672
  266  L     18 R       6   933.444610  0.000880 3    0.0037590400   7.6e+08   0.03986101
  267  L     19 P       1   911.967200  0.000170 2a   0.0013162700   7.5e+08   0.05638629
  268  L     19 P       2   913.770140  0.000170 2a   0.0016140600   7.5e+08   0.05447034
  269  L     19 P       3   916.382930  0.000340 2a   0.0018245900   7.5e+08   0.05167878
  270  L     19 P       4   919.789990  0.000170 2b   0.0021347500   7.5e+08   0.04802474
  271  L     19 P       5   923.961650  0.000180 2b   0.0028671400   7.6e+08   0.04325677
  272  L     19 P       6   928.777930  0.000870 3    0.0056257000   8.4e+08   0.03450348
  273  L     19 P       7   943.547170  0.000900 3    0.0000047146   7.8e+08   0.03004227
  274  L     19 R       0   910.820730  0.000170 2a   0.0038654900   7.5e+08   0.05746684
  275  L     19 R       1   911.479500  0.000170 2a   0.0024848200   7.5e+08   0.05662896
  276  L     19 R       2   912.951070  0.000170 2a   0.0020152700   7.5e+08   0.05486433
  277  L     19 R       3   915.212260  0.000170 2a   0.0013489400   7.6e+08   0.05190177
  278  L     19 R       4   918.151710  0.000850 3    0.0000452743   8.4e+08   0.04488527
  279  L     19 R       5   922.475010  0.000860 3    0.0066670600   7.8e+08   0.04199436
  280  L     19 R       6   927.051570  0.000860 3    0.0049892300   7.5e+08   0.04030239
  281  W      0 P       2  1012.169460  0.000020 1    0.0087838700   1.2e+09  -0.00830958
  282  W      0 P       3  1014.504259  0.000005 1    0.0111050000   1.2e+09  -0.01056398
  283  W      0 P       4  1017.385588  0.000005 1    0.0122766000   1.2e+09  -0.01330997
  284  W      0 P       5  1020.799172  0.000006 1    0.0127454000   1.2e+09  -0.01647897
  285  W      0 P       6  1024.734540  0.000090 1    0.0119609000   1.2e+09  -0.01995118
  286  W      0 P       7  1039.773700  0.001100 3    0.0006339910   1.2e+09  -0.01356055
  287  W      0 Q       1  1009.770899  0.000006 1    0.0238007000   1.2e+09  -0.00595909
  288  W      0 Q       2  1010.938509  0.000008 1    0.0238098000   1.2e+09  -0.00709859
  289  W      0 Q       3  1012.679615  0.000006 1    0.0238304000   1.2e+09  -0.00878174
  290  W      0 Q       4  1014.982440  0.000030 1    0.0238617000   1.2e+09  -0.01097807
  291  W      0 Q       5  1017.831470  0.000030 1    0.0238871000   1.2e+09  -0.01364833
  292  W      0 Q       6  1021.209500  0.001100 3    0.0239051000   1.2e+09  -0.01674587
  293  W      0 Q       7  1035.426700  0.001100 3    0.0239457000   1.2e+09  -0.02021825
  294  W      0 R       0  1008.551920  0.000020 1    0.0153493000   1.2e+09  -0.00476718
  295  W      0 R       1  1008.498181  0.000005 1    0.0128722000   1.2e+09  -0.00471844
  296  W      0 R       2  1009.024969  0.000005 1    0.0116636000   1.2e+09  -0.00524664
  297  W      0 R       3  1010.130272  0.000006 1    0.0111813000   1.2e+09  -0.00631306
  298  W      0 R       4  1011.814490  0.000030 1    0.0118774000   1.2e+09  -0.00782388
  299  W      0 R       5  1014.242500  0.001100 3    0.0229175000   1.2e+09   0.00022003
  300  W      0 R       6  1016.743300  0.001100 3    0.0057007600   1.2e+09  -0.01232471
  301  W      1 P       2   989.088421  0.000009 1    0.0129261000   1.2e+09   0.00259876
  302  W      1 P       3   991.380493  0.000005 1    0.0159986000   1.2e+09   0.00039069
  303  W      1 P       4   994.229935  0.000006 1    0.0170007000   1.2e+09  -0.00228095
  304  W      1 P       5   997.641420  0.000070 1    0.0151938000   1.2e+09  -0.00470129
  305  W      1 P       6  1001.208696  0.000030 1    0.0305349000   1.1e+09   0.00337501
  306  W      1 P       7  1015.749700  0.001100 3    0.0270703000   1.2e+09  -0.01223158
  307  W      1 Q       1   986.798049  0.000008 1    0.0364673000   1.2e+09   0.00486880
  308  W      1 Q       2   987.974478  0.000009 1    0.0364958000   1.2e+09   0.00367586
  309  W      1 Q       3   989.729361  0.000003 1    0.0365227000   1.2e+09   0.00191129
  310  W      1 Q       4   992.051240  0.000030 1    0.0365615000   1.2e+09  -0.00039590
  311  W      1 Q       5   994.925430  0.000020 1    0.0366104000   1.2e+09  -0.00320842
  312  W      1 Q       6   998.335667  0.000013 1    0.0366674000   1.2e+09  -0.00648190
  313  W      1 Q       7  1012.134600  0.001100 3    0.0367154000   1.1e+09  -0.01016654
  314  W      1 R       0   985.633709  0.000009 1    0.0240614000   1.2e+09   0.00602255
  315  W      1 R       1   985.644316  0.000004 1    0.0207080000   1.2e+09   0.00604040
  316  W      1 R       2   986.244066  0.000006 1    0.0195224000   1.2e+09   0.00551177
